0139|PREGO DE COBRE 17X27 S/C|UN||81.633|20.00|49.00|89.00|1||500|0.00|0.00|0.00|0.00|85.00|7415.10.00|5.405|-40.0000
0140|PREGO 19X36 C/C KG|UN||175.229|20.00|5.45|15.00|1||500|0.00|0.00|0.00|0.00|15.00|7317.00.90|5.405|36.0000
0141|PREGO 10X10 S/C PCTE.|UN||171.493|20.00|4.42|12.00|1||500|0.00|0.00|0.00|0.00|12.00|7317.00.90|5.405|32.0000
00140|ESPUMA EXPANSIVA HAUSER 340 GR|UN||139.234|20.00|10.45|25.00|1||500|0.00|0.00|0.00|0.00|25.00|3909.50.29|5.405|-32.0000
0190|PORTA VENEZIANA ITAUBA 80X2,10|UN||90.955|20.00|199.00|380.00|1||500|0.00|0.00|0.00|0.00|380.00|4418.20.00|5.405|8.0000
0191|ADUELA TAUARI 0.15|CJ||125.490|20.00|51.00|115.00|1||500|110.00|0.00|0.00|0.00|115.00|4418.20.00|5.405|-70.0000
0193|ADUELA TAUARI 0.13|CT||88.889|20.00|45.00|85.00|1||500|0.00|0.00|0.00|0.00|85.00|4418.20.00|5.405|-76.0000
0194|TRELICA 0,50X2,00|UN||90.000|20.00|40.00|76.00|1||102|0.00|0.00|0.00|0.00|76.00||5.102|-1.0000
0201|TRELICA 0,60X2,00|UN||87.500|20.00|48.00|90.00|1||102|0.00|0.00|0.00|0.00|90.00||5.102|0.0000
0202|TRELICA 0,70X2,00|UN||83.929|20.00|56.00|103.00|1||102|0.00|0.00|0.00|0.00|103.00||5.102|0.0000
0290|IPE CHAMP 7X2 CM|UN||130.000|20.00|3.00|6.90|2||500|0.00|0.00|0.00|0.00|6.90|4418.20.00|5.405|584.5000
0210|VIGA MASSARANDUBA 29X6 CM|M3||102.632|20.00|1900.00|3850.00|4||500|5005.00|4235.00|4200.00|3200.00|3500.00|4407.99.90|5.405|-24.5483
0211|VIGA MASSARANDUBA 20X6 CM|M3||102.632|20.00|1900.00|3850.00|4||500|5005.00|4235.00|5505.50|3200.00|3500.00|4407.99.90|5.405|-42.0893
0212|VIGA MASSARANDUBA 14X6 CM|M3||102.632|20.00|1900.00|3850.00|4||500|5005.00|4235.00|4200.00|3200.00|3500.00|4407.99.90|5.405|-134.3819
0213|VIGA MASSARANDUBA 10X6 CM|M3||102.632|20.00|1900.00|3850.00|4||500|5005.00|4235.00|5505.50|3200.00|3500.00|4407.99.90|5.405|-78.6371
0214|PERNA MASSARANDUBA 6X6 CM|M3||102.632|20.00|1900.00|3850.00|4||500|5005.00|4235.00|5505.50|3200.00|3500.00|4407.99.90|5.405|-150.2197
0215|CAIBRO MASSARANBUBA 6X3,5 CM|M3||84.211|20.00|1900.00|3500.00|4||500|4550.00|3850.00|5005.00|3200.00|3135.00|4407.99.90|5.405|-276.3492
0216|RIPA MASSARANDUBA 5X2 CM|M3||102.632|20.00|1900.00|3850.00|4||500|5005.00|4235.00|4640.00|2970.00|3500.00|4407.99.90|5.405|-52.6746
